Aberdeen,Scotland,57.15,-2.15
Adelaide,Australia,-34.916666666666664,138.6
Algiers,Algeria,36.833333333333336,3.0
Amsterdam,Netherlands,52.36666666666667,4.883333333333333
Ankara,Turkey,39.916666666666664,32.916666666666664
Asunción,Paraguay,-25.25,-57.666666666666664
Athens,Greece,37.96666666666667,23.716666666666665
Auckland,New Zealand,-36.86666666666667,174.75
Bangkok,Thailand,13.75,100.5
Barcelona,Spain,41.38333333333333,2.15
Beijing,China,39.916666666666664,116.41666666666667
Belém,Brazil,-1.4666666666666668,-48.483333333333334
Belfast,Northern Ireland,54.61666666666667,-5.933333333333334
Belgrade,Serbia,44.86666666666667,20.533333333333335
Berlin,Germany,52.5,13.416666666666666
Birmingham,England,52.416666666666664,-1.9166666666666665
Bogotá,Colombia,4.533333333333333,-74.25
Bombay,India,19.0,72.8
Bordeaux,France,44.833333333333336,-0.5166666666666667
Bremen,Germany,53.083333333333336,8.816666666666666
Brisbane,Australia,-27.483333333333334,153.13333333333333
Bristol,England,51.46666666666667,-2.5833333333333335
Brussels,Belgium,50.86666666666667,4.366666666666666
Bucharest,Romania,44.416666666666664,26.116666666666667
Budapest,Hungary,47.5,19.083333333333332
Buenos Aires,Argentina,-34.583333333333336,-58.36666666666667
Cairo,Egypt,30.033333333333335,31.35
Calcutta,India,22.566666666666666,88.4
Canton,China,23.116666666666667,113.25
Cape Town,South Africa,-33.916666666666664,18.366666666666667
Caracas,Venezuela,10.466666666666667,-67.03333333333333
Cayenne,French Guiana,4.816666666666666,-52.3
Chihuahua,Mexico,28.616666666666667,-106.08333333333333
Chongqing,China,29.766666666666666,106.56666666666666
Copenhagen,Denmark,55.666666666666664,12.566666666666666
Córdoba,Argentina,-31.466666666666665,-64.16666666666667
Dakar,Senegal,14.666666666666666,-17.466666666666665
Darwin,Australia,-12.466666666666667,130.85
Djibouti,Djibouti,11.5,43.05
Dublin,Ireland,53.333333333333336,-6.25
Durban,South Africa,-29.883333333333333,30.883333333333333
Edinburgh,Scotland,55.916666666666664,-3.1666666666666665
Frankfurt,Germany,50.11666666666667,8.683333333333334
Georgetown,Guyana,6.75,-58.25
Glasgow,Scotland,55.833333333333336,-4.25
Guatemala City,Guatemala,14.616666666666667,-90.51666666666667
Guayaquil,Ecuador,-2.1666666666666665,-79.93333333333334
Hamburg,Germany,53.55,10.033333333333333
Hammerfest,Norway,70.63333333333334,23.633333333333333
Havana,Cuba,23.133333333333333,-82.38333333333334
Helsinki,Finland,60.166666666666664,25.0
Hobart,Tasmania,-42.86666666666667,147.31666666666666
Hong Kong,China,22.333333333333332,114.18333333333334
Iquique,Chile,-20.166666666666668,-70.11666666666666
Irkutsk,Russia,52.5,104.33333333333333
Jakarta,Indonesia,-6.266666666666667,106.8
Johannesburg,South Africa,-26.2,28.066666666666666
Kingston,Jamaica,17.983333333333334,-76.81666666666666
Kinshasa,Congo,-4.3,15.283333333333333
Kuala Lumpur,Malaysia,3.1333333333333333,101.7
La Paz,Bolivia,-16.45,-68.36666666666666
Leeds,England,53.75,-1.5
Lima,Peru,-12.0,-77.03333333333333
Lisbon,Portugal,38.733333333333334,-9.15
Liverpool,England,53.416666666666664,-3.0
London,England,51.53333333333333,-0.08333333333333333
Lyons,France,45.75,4.833333333333333
Madrid,Spain,40.43333333333333,-3.7
Manchester,England,53.5,-2.25
Manila,Philippines,14.583333333333334,120.95
Marseilles,France,43.333333333333336,5.333333333333333
Mazatlán,Mexico,23.2,-106.41666666666667
Mecca,Saudi Arabia,21.483333333333334,39.75
Melbourne,Australia,-37.78333333333333,144.96666666666667
Mexico City,Mexico,19.433333333333334,-99.11666666666666
Milan,Italy,45.45,9.166666666666666
Montevideo,Uruguay,-34.88333333333333,-56.166666666666664
Moscow,Russia,55.75,37.6
Munich,Germany,48.13333333333333,11.583333333333334
Nagasaki,Japan,32.8,129.95
Nagoya,Japan,35.11666666666667,136.93333333333334
Nairobi,Kenya,-1.4166666666666667,36.916666666666664
Nanjing (Nanking),China,32.05,118.88333333333334
Naples,Italy,40.833333333333336,14.25
New Delhi,India,28.583333333333332,77.2
Newcastle-on-Tyne,England,54.96666666666667,-1.6166666666666667
Odessa,Ukraine,46.45,30.8
Osaka,Japan,34.53333333333333,135.5
Oslo,Norway,59.95,10.7
Panama City,Panama,8.966666666666667,-79.53333333333333
Paramaribo,Suriname,5.75,-55.25
Paris,France,48.8,2.3333333333333335
Perth,Australia,-31.95,115.86666666666666
Plymouth,England,50.416666666666664,-4.083333333333333
Port Moresby,Papua New Guinea,-9.416666666666666,147.13333333333333
Prague,Czech Republic,50.083333333333336,14.433333333333334
Rangoon,Myanmar,16.833333333333332,96.0
Reykjavík,Iceland,64.06666666666666,-21.966666666666665
Rio de Janeiro,Brazil,-22.95,-43.2
Rome,Italy,41.9,12.45
Salvador,Brazil,-12.933333333333334,-38.45
Santiago,Chile,-33.46666666666667,-70.75
St. Petersburg,Russia,59.93333333333333,30.3
São Paulo,Brazil,-23.516666666666666,-46.516666666666666
Shanghai,China,31.166666666666668,121.46666666666667
Singapore,Singapore,1.2333333333333334,103.91666666666667
Sofia,Bulgaria,42.666666666666664,23.333333333333332
Stockholm,Sweden,59.28333333333333,18.05
Sydney,Australia,-34.0,151.0
Tananarive,Madagascar,-18.833333333333332,47.55
Teheran,Iran,35.75,51.75
Tokyo,Japan,35.666666666666664,139.75
Tripoli,Libya,32.95,13.2
Venice,Italy,45.43333333333333,12.333333333333334
Veracruz,Mexico,19.166666666666668,-96.16666666666667
Vienna,Austria,48.233333333333334,16.333333333333332
Vladivostok,Russia,43.166666666666664,132.0
Warsaw,Poland,52.233333333333334,21.0
Wellington,New Zealand,-41.28333333333333,174.78333333333333
